Date,Time,Pond,Pond_Section,Number_FS,Picture,FS_ID,Length_cm,Biomass_mg,Notes
7/20/21,10:13,52,North,Count,Y (2),479,0.758,,
7/20/21,10:13,52,North,Count,Y (2),480,0.763,,
7/20/21,10:13,52,North,Count,Y (2),481,0.619,,
7/20/21,10:13,52,North,Count,Y (2),482,0.662,,
7/20/21,10:13,52,North,Count,Y (2),483,0.699,,
7/20/21,10:13,52,North,Count,Y (2),484,0.776,,
7/20/21,10:13,52,North,Count,Y (2),485,0.726,,
7/20/21,10:13,52,North,Count,Y (2),486,0.802,,
7/20/21,10:13,52,North,Count,Y (2),487,0.724,,
7/20/21,10:13,52,North,Count,Y (2),488,0.564,,
7/20/21,10:13,52,North,Count,Y (2),489,0.739,,
7/20/21,10:13,52,North,Count,Y (2),490,0.711,,
7/20/21,10:13,52,North,Count,Y (2),491,0.708,,
7/20/21,10:13,52,North,Count,Y (2),492,0.715,,
7/20/21,10:13,52,North,Count,Y (2),493,0.733,,
7/20/21,10:13,52,North,Count,Y (2),494,0.717,,
7/20/21,10:13,52,North,Count,Y (2),495,0.692,,
7/20/21,10:13,52,North,Count,Y (2),496,0.686,,
7/20/21,10:13,52,North,Count,Y (2),497,0.632,,
7/20/21,10:13,52,North,Count,Y (2),498,0.784,,
7/20/21,10:13,52,North,Count,Y (2),499,0.628,,
7/20/21,10:13,52,North,Count,Y (2),500,0.624,,
7/20/21,10:13,52,North,Count,Y (2),501,0.698,,
7/20/21,10:13,52,North,Count,Y (2),502,0.451,,
7/20/21,10:13,52,North,Count,Y (2),503,0.753,,
7/20/21,10:13,52,North,Count,Y (2),504,0.663,,
7/20/21,10:13,52,North,Count,Y (2),505,0.681,,
7/20/21,10:13,52,North,Count,Y (2),506,0.680,,
7/20/21,10:13,52,North,Count,Y (2),507,0.774,,
7/20/21,10:13,52,North,Count,Y (2),508,0.584,,
7/20/21,10:13,52,North,Count,Y (2),509,0.592,,
7/20/21,10:13,52,North,Count,Y (2),510,0.669,,
7/20/21,10:13,52,North,Count,Y (2),511,0.673,,
7/20/21,10:13,52,North,Count,Y (2),512,0.575,,
7/20/21,10:13,52,North,Count,Y (2),513,0.665,,
7/20/21,10:13,52,North,Count,Y (2),514,0.645,,
7/20/21,10:13,52,North,Count,Y (2),515,0.657,,
7/20/21,10:13,52,North,Count,Y (2),516,0.507,,
7/20/21,10:13,52,North,Count,Y (2),517,0.634,,
7/20/21,10:13,52,North,Count,Y (2),518,0.572,,
7/20/21,10:13,52,North,Count,Y (2),519,0.558,,
7/20/21,10:13,52,North,Count,Y (2),520,0.650,,
7/20/21,10:13,52,North,Count,Y (2),521,0.558,,
7/20/21,10:13,52,North,Count,Y (2),522,0.733,,
7/20/21,10:13,52,North,Count,Y (2),523,0.649,,
7/20/21,10:13,52,North,Count,Y (2),524,0.535,,
7/20/21,10:13,52,North,Count,Y (2),525,0.671,,
7/20/21,10:13,52,North,Count,Y (2),526,0.498,,
7/20/21,10:13,52,North,Count,Y (2),527,0.687,,
7/20/21,10:13,52,North,Count,Y (2),528,0.677,,
7/20/21,10:13,52,North,Count,Y (2),529,0.659,,
7/20/21,10:13,52,North,Count,Y (2),530,0.794,,
7/20/21,10:13,52,North,Count,Y (2),531,0.616,,
7/20/21,10:13,52,North,Count,Y (2),532,0.747,,
7/20/21,10:13,52,North,Count,Y (2),533,0.823,,
7/20/21,10:13,52,North,Count,Y (2),534,0.700,,
7/20/21,10:13,52,North,Count,Y (2),535,0.635,,
7/20/21,10:13,52,North,Count,Y (2),536,0.682,,
7/20/21,10:13,52,North,Count,Y (2),537,0.751,,
7/20/21,10:13,52,North,Count,Y (2),538,0.663,,
7/20/21,10:13,52,North,Count,Y (2),539,0.743,,
7/20/21,10:13,52,North,Count,Y (2),540,0.751,,
7/20/21,10:13,52,North,Count,Y (2),541,0.631,,
7/20/21,10:13,52,North,Count,Y (2),542,0.643,,
7/20/21,10:13,52,North,Count,Y (2),543,0.734,,
7/20/21,10:13,52,North,Count,Y (2),544,0.680,,
7/20/21,10:13,52,North,Count,Y (2),545,0.750,,
7/20/21,10:13,52,North,Count,Y (2),546,0.679,,
7/20/21,10:13,52,North,Count,Y (2),547,0.741,,
7/20/21,10:13,52,North,Count,Y (2),548,0.733,,
7/20/21,10:13,52,North,Count,Y (2),549,0.718,,
7/20/21,10:13,52,North,Count,Y (2),550,0.869,,
7/20/21,10:13,52,North,Count,Y (2),551,0.741,,
7/20/21,10:13,52,North,Count,Y (2),552,0.686,,
7/20/21,10:13,52,North,Count,Y (2),553,0.668,,
7/20/21,10:13,52,North,Count,Y (2),554,0.613,,
7/20/21,10:13,52,North,Count,Y (2),555,0.720,,
7/20/21,10:13,52,North,Count,Y (2),556,0.626,,
7/20/21,10:13,52,North,Count,Y (2),557,0.627,,
7/20/21,10:13,52,North,Count,Y (2),558,0.583,,
7/20/21,10:13,52,North,Count,Y (2),559,0.708,,
7/20/21,10:13,52,North,Count,Y (2),560,0.610,,
7/20/21,10:13,52,North,Count,Y (2),561,0.666,,
7/20/21,10:13,52,North,Count,Y (2),562,0.636,,
7/20/21,10:13,52,North,Count,Y (2),563,0.617,,
7/20/21,10:13,52,North,Count,Y (2),564,0.713,,
7/20/21,10:13,52,North,Count,Y (2),565,0.620,,
7/20/21,10:13,52,North,Count,Y (2),566,0.680,,
7/20/21,10:13,52,North,Count,Y (2),567,0.705,,
7/20/21,10:13,52,North,Count,Y (2),568,0.763,,
7/20/21,10:13,52,North,Count,Y (2),569,0.656,,
7/20/21,10:13,52,North,Count,Y (2),570,0.757,,
7/20/21,10:13,52,North,Count,Y (2),571,0.703,,
7/20/21,10:13,52,North(2),Count,Y,1,0.579,,
7/20/21,10:13,52,North(2),Count,Y,2,0.661,,
7/20/21,10:13,52,North(2),Count,Y,3,0.630,,
7/20/21,10:13,52,North(2),Count,Y,4,0.683,,
7/20/21,10:13,52,North(2),Count,Y,5,0.745,,
7/20/21,10:13,52,North(2),Count,Y,6,0.655,,
7/20/21,10:13,52,North(2),Count,Y,7,0.703,,
7/20/21,10:13,52,North(2),Count,Y,8,0.727,,
7/20/21,10:13,52,North(2),Count,Y,9,0.647,,
7/20/21,10:13,52,North(2),Count,Y,10,0.783,,
7/20/21,10:13,52,North(2),Count,Y,11,0.578,,
7/20/21,10:13,52,North(2),Count,Y,12,0.825,,
7/20/21,10:13,52,North(2),Count,Y,13,0.711,,
7/20/21,10:13,52,North(2),Count,Y,14,0.806,,
7/20/21,10:13,52,North(2),Count,Y,15,0.742,,
7/20/21,10:13,52,North(2),Count,Y,16,0.674,,
7/20/21,10:13,52,North(2),Count,Y,17,0.771,,
7/20/21,10:13,52,North(2),Count,Y,18,0.605,,
7/20/21,10:13,52,North(2),Count,Y,19,0.770,,
7/20/21,10:13,52,North(2),Count,Y,20,0.638,,
7/20/21,10:13,52,North(2),Count,Y,21,0.587,,
7/20/21,10:13,52,North(2),Count,Y,22,0.661,,
7/20/21,10:13,52,North(2),Count,Y,23,0.851,,
7/20/21,10:13,52,North(2),Count,Y,24,0.570,,
7/20/21,10:13,52,North(2),Count,Y,25,0.910,,
7/20/21,10:13,52,North(2),Count,Y,26,0.696,,
7/20/21,10:13,52,North(2),Count,Y,27,0.711,,
7/20/21,10:13,52,North(2),Count,Y,28,0.753,,
7/20/21,10:13,52,North(2),Count,Y,29,0.772,,
7/20/21,10:13,52,North(2),Count,Y,30,0.687,,
7/20/21,10:13,52,North(2),Count,Y,31,0.863,,
7/20/21,10:13,52,North(2),Count,Y,32,0.706,,
7/20/21,10:13,52,North(2),Count,Y,33,0.763,,
7/20/21,10:13,52,North(2),Count,Y,34,0.751,,
7/20/21,10:13,52,North(2),Count,Y,35,0.741,,
7/20/21,10:13,52,North(2),Count,Y,36,0.742,,
7/20/21,10:13,52,North(2),Count,Y,37,0.591,,
7/20/21,10:13,52,North(2),Count,Y,38,0.528,,
7/20/21,10:13,52,North(2),Count,Y,39,0.822,,
7/20/21,10:13,52,North(2),Count,Y,40,0.727,,
7/20/21,10:13,52,North(2),Count,Y,41,0.767,,
7/20/21,10:13,52,North(2),Count,Y,42,0.717,,
7/20/21,10:13,52,North(2),Count,Y,43,0.700,,
7/20/21,10:13,52,North(2),Count,Y,44,0.711,,
7/20/21,10:13,52,North(2),Count,Y,45,0.686,,
7/20/21,10:13,52,North(2),Count,Y,46,0.692,,
7/20/21,10:13,52,North(2),Count,Y,47,0.674,,
7/20/21,10:13,52,North(2),Count,Y,48,0.661,,
7/20/21,10:13,52,North(2),Count,Y,49,0.720,,
7/20/21,10:13,52,North(2),Count,Y,50,0.806,,
7/20/21,10:13,52,North(2),Count,Y,51,0.765,,
7/20/21,10:13,52,North(2),Count,Y,52,0.794,,
7/20/21,10:13,52,North(2),Count,Y,53,0.765,,
7/20/21,10:13,52,North(2),Count,Y,54,0.885,,
7/20/21,10:13,52,North(2),Count,Y,55,0.761,,
7/20/21,10:13,52,North(2),Count,Y,56,0.726,,
7/20/21,10:13,52,North(2),Count,Y,57,0.822,,
7/20/21,10:13,52,North(2),Count,Y,58,0.633,,
7/20/21,10:13,52,North(2),Count,Y,59,0.668,,
7/20/21,10:13,52,North(2),Count,Y,60,0.930,,
7/20/21,10:13,52,North(2),Count,Y,61,0.639,,
7/20/21,10:13,52,North(2),Count,Y,62,0.683,,
7/20/21,10:13,52,North(2),Count,Y,63,0.828,,
7/20/21,10:13,52,North(2),Count,Y,64,0.703,,
7/20/21,10:13,52,North(2),Count,Y,65,0.530,,
7/20/21,10:13,52,North(2),Count,Y,66,0.773,,
7/20/21,10:13,52,North(2),Count,Y,67,0.761,,
7/20/21,10:13,52,North(2),Count,Y,68,0.644,,
7/20/21,10:13,52,North(2),Count,Y,69,0.619,,
7/20/21,10:13,52,North(2),Count,Y,70,0.692,,
7/20/21,10:13,52,North(2),Count,Y,71,0.722,,
7/20/21,10:13,52,North(2),Count,Y,72,0.828,,
7/20/21,10:13,52,North(2),Count,Y,73,0.733,,
7/20/21,10:13,52,North(2),Count,Y,74,0.549,,
7/20/21,10:13,52,North(2),Count,Y,75,0.693,,
7/20/21,10:13,52,North(2),Count,Y,76,0.727,,
7/20/21,10:13,52,North(2),Count,Y,77,0.735,,
7/20/21,10:13,52,North(2),Count,Y,78,0.700,,
7/20/21,10:13,52,North(2),Count,Y,79,0.776,,
7/20/21,10:13,52,North(2),Count,Y,80,0.822,,
7/20/21,10:13,52,North(2),Count,Y,81,0.678,,
7/20/21,10:13,52,North(2),Count,Y,82,0.482,,
7/20/21,10:13,52,North(2),Count,Y,83,0.701,,
7/20/21,10:13,52,North(2),Count,Y,84,0.830,,
7/20/21,10:13,52,North(2),Count,Y,85,0.715,,
7/20/21,10:13,52,North(2),Count,Y,86,0.707,,
7/20/21,10:13,52,North(2),Count,Y,87,0.647,,
7/20/21,10:13,52,North(2),Count,Y,88,0.772,,
7/20/21,10:13,52,North(2),Count,Y,89,0.732,,
7/20/21,10:13,52,North(2),Count,Y,90,0.785,,
7/20/21,10:13,52,North(2),Count,Y,91,0.742,,
7/20/21,10:13,52,North(2),Count,Y,92,0.696,,
7/20/21,10:13,52,North(2),Count,Y,93,0.731,,
7/20/21,10:13,52,North(2),Count,Y,94,0.779,,
7/20/21,10:13,52,North(2),Count,Y,95,0.667,,
7/20/21,10:13,52,North(2),Count,Y,96,0.629,,
7/20/21,10:13,52,North(2),Count,Y,97,0.674,,
7/20/21,10:13,52,North(2),Count,Y,98,0.691,,
7/20/21,10:13,52,North(2),Count,Y,99,0.733,,
7/20/21,10:13,52,North(2),Count,Y,100,0.705,,
7/20/21,10:13,52,North(2),Count,Y,101,0.636,,
7/20/21,10:13,52,North(2),Count,Y,102,0.539,,
7/20/21,10:13,52,North(2),Count,Y,103,0.881,,
7/20/21,10:13,52,North(2),Count,Y,104,0.604,,
7/20/21,10:13,52,North(2),Count,Y,105,0.705,,
7/20/21,10:13,52,North(2),Count,Y,106,0.815,,
7/20/21,10:13,52,North(2),Count,Y,107,0.843,,
7/20/21,10:13,52,North(2),Count,Y,108,0.768,,
7/20/21,10:13,52,North(2),Count,Y,109,0.706,,
7/20/21,10:13,52,North(2),Count,Y,110,0.757,,
7/20/21,10:13,52,North(2),Count,Y,111,0.782,,
7/20/21,10:13,52,North(2),Count,Y,112,0.752,,
7/20/21,10:13,52,North(2),Count,Y,113,0.703,,
7/20/21,10:13,52,North(2),Count,Y,114,0.654,,
7/20/21,10:13,52,North(2),Count,Y,115,0.811,,
7/20/21,10:13,52,North(2),Count,Y,116,0.718,,
7/20/21,10:13,52,North(2),Count,Y,117,0.666,,
7/20/21,10:13,52,North(2),Count,Y,118,0.758,,
7/20/21,10:13,52,North(2),Count,Y,119,0.788,,
7/20/21,10:13,52,North(2),Count,Y,120,0.643,,
7/20/21,10:13,52,North(2),Count,Y,121,0.749,,
7/20/21,10:13,52,North(2),Count,Y,122,0.748,,
7/20/21,10:13,52,North(2),Count,Y,123,0.685,,
7/20/21,10:13,52,North(2),Count,Y,124,0.659,,
7/20/21,10:13,52,North(2),Count,Y,125,0.729,,
7/20/21,10:13,52,North(2),Count,Y,126,0.642,,
7/20/21,10:13,52,North(2),Count,Y,127,0.710,,
7/20/21,10:13,52,North(2),Count,Y,128,0.697,,
7/20/21,10:13,52,North(2),Count,Y,129,0.588,,
7/20/21,10:13,52,North(2),Count,Y,130,0.588,,
7/20/21,10:13,52,North(2),Count,Y,131,0.548,,
7/20/21,10:13,52,North(2),Count,Y,132,0.683,,
7/20/21,10:13,52,North(2),Count,Y,133,0.615,,
7/20/21,10:13,52,North(2),Count,Y,134,0.758,,
7/20/21,10:13,52,North(2),Count,Y,135,0.852,,
7/20/21,10:13,52,North(2),Count,Y,136,0.773,,
7/20/21,10:13,52,North(2),Count,Y,137,0.690,,
7/20/21,10:13,52,North(2),Count,Y,138,0.682,,
7/20/21,10:13,52,North(2),Count,Y,139,0.683,,
7/20/21,10:13,52,North(2),Count,Y,140,0.797,,
7/20/21,10:13,52,North(2),Count,Y,141,0.714,,
7/20/21,10:13,52,North(2),Count,Y,142,0.706,,
7/20/21,10:13,52,North(2),Count,Y,143,0.660,,
7/20/21,10:13,52,North(2),Count,Y,144,0.608,,
7/20/21,10:13,52,North(2),Count,Y,145,0.655,,
7/20/21,10:13,52,North(2),Count,Y,146,0.704,,
7/20/21,10:13,52,North(2),Count,Y,147,0.754,,
7/20/21,10:13,52,North(2),Count,Y,148,0.671,,
7/20/21,10:13,52,North(2),Count,Y,149,0.731,,
7/20/21,10:13,52,North(2),Count,Y,150,0.719,,
7/20/21,10:13,52,North(2),Count,Y,151,0.673,,
7/20/21,10:13,52,North(2),Count,Y,152,0.614,,
7/20/21,10:13,52,North(2),Count,Y,153,0.676,,
7/20/21,10:13,52,North(2),Count,Y,154,0.683,,
7/20/21,10:13,52,North(2),Count,Y,155,0.732,,
7/20/21,10:13,52,North(2),Count,Y,156,0.653,,
7/20/21,10:13,52,North(2),Count,Y,157,0.714,,
7/20/21,10:13,52,North(2),Count,Y,158,0.674,,
7/20/21,10:13,52,North(2),Count,Y,159,0.701,,
7/20/21,10:13,52,North(2),Count,Y,160,0.750,,
7/20/21,10:13,52,North(2),Count,Y,161,0.748,,
7/20/21,10:13,52,North(2),Count,Y,162,0.624,,
7/20/21,10:13,52,North(2),Count,Y,163,0.746,,
7/20/21,10:13,52,North(2),Count,Y,164,0.700,,
7/20/21,10:13,52,North(2),Count,Y,165,0.753,,
7/20/21,10:13,52,North(2),Count,Y,166,0.706,,
7/20/21,10:13,52,North(2),Count,Y,167,0.676,,
7/20/21,10:13,52,North(2),Count,Y,168,0.631,,
7/20/21,10:13,52,North(2),Count,Y,169,0.649,,
7/20/21,10:13,52,North(2),Count,Y,170,0.667,,
7/20/21,10:13,52,North(2),Count,Y,171,0.737,,
7/20/21,10:13,52,North(2),Count,Y,172,0.718,,
7/20/21,10:13,52,North(2),Count,Y,173,0.763,,
7/20/21,10:13,52,North(2),Count,Y,174,0.700,,
7/20/21,10:13,52,North(2),Count,Y,175,0.653,,
7/20/21,10:13,52,North(2),Count,Y,176,0.672,,
7/20/21,10:13,52,North(2),Count,Y,177,0.737,,
7/20/21,10:13,52,North(2),Count,Y,178,0.767,,
7/20/21,10:13,52,North(2),Count,Y,179,0.635,,
7/20/21,10:13,52,North(2),Count,Y,180,0.661,,
7/20/21,10:13,52,North(2),Count,Y,181,0.787,,
7/20/21,10:13,52,North(2),Count,Y,182,0.685,,
7/20/21,10:13,52,North(2),Count,Y,183,0.738,,
7/20/21,10:13,52,North(2),Count,Y,184,0.494,,
7/20/21,10:13,52,North(2),Count,Y,185,0.679,,
7/20/21,10:13,52,North(2),Count,Y,186,0.639,,
7/20/21,10:13,52,North(2),Count,Y,187,0.656,,
7/20/21,10:13,52,North(2),Count,Y,188,0.678,,
7/20/21,10:13,52,North(2),Count,Y,189,0.547,,
7/20/21,10:13,52,North(2),Count,Y,190,0.712,,
7/20/21,10:13,52,North(2),Count,Y,191,0.715,,
7/20/21,10:13,52,North(2),Count,Y,192,0.678,,
7/20/21,10:13,52,North(2),Count,Y,193,0.670,,
7/20/21,10:13,52,North(2),Count,Y,194,0.747,,
7/20/21,10:13,52,North(2),Count,Y,195,0.783,,
7/20/21,10:13,52,North(2),Count,Y,196,0.754,,
7/20/21,10:13,52,North(2),Count,Y,197,0.754,,
7/20/21,10:13,52,North(2),Count,Y,198,0.773,,
7/20/21,10:13,52,North(2),Count,Y,199,0.681,,
7/20/21,10:13,52,North(2),Count,Y,200,0.655,,
7/20/21,10:13,52,North(2),Count,Y,201,0.703,,
7/20/21,10:13,52,North(2),Count,Y,202,0.864,,
7/20/21,10:13,52,North(2),Count,Y,203,0.731,,
7/20/21,10:13,52,North(2),Count,Y,204,0.672,,
7/20/21,10:13,52,North(2),Count,Y,205,0.663,,
7/20/21,10:13,52,North(2),Count,Y,206,0.635,,
7/20/21,10:13,52,North(2),Count,Y,207,0.638,,
7/20/21,10:13,52,North(2),Count,Y,208,0.638,,
7/20/21,10:13,52,North(2),Count,Y,209,0.836,,
7/20/21,10:13,52,North(2),Count,Y,210,0.747,,
7/20/21,10:13,52,North(2),Count,Y,211,0.681,,
7/20/21,10:13,52,North(2),Count,Y,212,0.750,,
7/20/21,10:13,52,North(2),Count,Y,213,0.688,,
7/20/21,10:13,52,North(2),Count,Y,214,0.746,,
7/20/21,10:13,52,North(2),Count,Y,215,0.710,,
7/20/21,10:13,52,North(2),Count,Y,216,0.733,,
7/20/21,10:13,52,North(2),Count,Y,217,0.707,,
7/20/21,10:13,52,North(2),Count,Y,218,0.661,,
7/20/21,10:13,52,North(2),Count,Y,219,0.640,,
7/20/21,10:13,52,North(2),Count,Y,220,0.572,,
7/20/21,10:13,52,North(2),Count,Y,221,0.620,,
7/20/21,10:13,52,North(2),Count,Y,222,0.664,,
7/20/21,10:13,52,North(2),Count,Y,223,0.760,,
7/20/21,10:13,52,North(2),Count,Y,224,0.717,,
7/20/21,10:13,52,North(2),Count,Y,225,0.736,,
7/20/21,10:13,52,North(2),Count,Y,226,0.652,,
7/20/21,10:13,52,North(2),Count,Y,227,0.650,,
7/20/21,10:13,52,North(2),Count,Y,228,0.574,,
7/20/21,10:13,52,North(2),Count,Y,229,0.699,,
7/20/21,10:13,52,North(2),Count,Y,230,0.675,,
7/20/21,10:13,52,North(2),Count,Y,231,0.897,,
7/20/21,10:13,52,North(2),Count,Y,232,0.716,,
7/20/21,10:13,52,North(2),Count,Y,233,0.861,,
7/20/21,10:13,52,North(2),Count,Y,234,0.792,,
7/20/21,10:13,52,North(2),Count,Y,235,0.581,,
7/20/21,10:13,52,North(2),Count,Y,236,0.705,,
7/20/21,10:13,52,North(2),Count,Y,237,0.616,,
7/20/21,10:13,52,North(2),Count,Y,238,0.723,,
7/20/21,10:13,52,North(2),Count,Y,239,0.726,,
7/20/21,10:13,52,North(2),Count,Y,240,0.794,,
7/20/21,10:13,52,North(2),Count,Y,241,0.751,,
7/20/21,10:13,52,North(2),Count,Y,242,0.760,,
7/20/21,10:13,52,North(2),Count,Y,243,0.701,,
7/20/21,10:13,52,North(2),Count,Y,244,0.673,,
7/20/21,10:13,52,North(2),Count,Y,245,0.720,,
7/20/21,10:13,52,North(2),Count,Y,246,0.812,,
7/20/21,10:13,52,North(2),Count,Y,247,0.795,,
7/20/21,10:13,52,North(2),Count,Y,248,0.681,,
7/20/21,10:13,52,North(2),Count,Y,249,0.643,,
7/20/21,10:13,52,North(2),Count,Y,250,0.933,,
7/20/21,10:13,52,North(2),Count,Y,251,0.705,,
7/20/21,10:13,52,North(2),Count,Y,252,0.649,,
7/20/21,10:13,52,North(2),Count,Y,253,0.750,,
7/20/21,10:13,52,North(2),Count,Y,254,0.767,,
7/20/21,10:13,52,North(2),Count,Y,255,0.717,,
7/20/21,10:13,52,North(2),Count,Y,256,0.745,,
7/20/21,10:13,52,North(2),Count,Y,257,0.787,,
7/20/21,10:13,52,North(2),Count,Y,258,0.619,,
7/20/21,10:13,52,North(2),Count,Y,259,0.660,,
7/20/21,10:13,52,North(2),Count,Y,260,0.730,,
7/20/21,10:13,52,North(2),Count,Y,261,0.779,,
7/20/21,10:13,52,North(2),Count,Y,262,0.688,,
7/20/21,10:13,52,North(2),Count,Y,263,0.848,,
7/20/21,10:13,52,North(2),Count,Y,264,0.643,,
7/20/21,10:13,52,North(2),Count,Y,265,0.596,,
7/20/21,10:13,52,North(2),Count,Y,266,0.670,,
7/20/21,10:13,52,North(2),Count,Y,267,0.777,,
7/20/21,10:13,52,North(2),Count,Y,268,0.726,,
7/20/21,10:13,52,North(2),Count,Y,269,0.689,,
7/20/21,10:13,52,North(2),Count,Y,270,0.737,,
7/20/21,10:13,52,North(2),Count,Y,271,0.675,,
7/20/21,10:13,52,North(2),Count,Y,272,0.681,,
7/20/21,10:13,52,North(2),Count,Y,273,0.705,,
7/20/21,10:13,52,North(2),Count,Y,274,0.694,,
7/20/21,10:13,52,North(2),Count,Y,275,0.711,,
7/20/21,10:13,52,North(2),Count,Y,276,0.503,,
7/20/21,10:13,52,North(2),Count,Y,277,0.716,,
7/20/21,10:13,52,North(2),Count,Y,278,0.749,,
7/20/21,10:13,52,North(2),Count,Y,279,0.720,,
7/20/21,10:13,52,North(2),Count,Y,280,0.743,,
7/20/21,10:13,52,North(2),Count,Y,281,0.694,,
7/20/21,10:13,52,North(2),Count,Y,282,0.727,,
7/20/21,10:13,52,North(2),Count,Y,283,0.723,,
7/20/21,10:13,52,North(2),Count,Y,284,0.646,,
7/20/21,10:13,52,North(2),Count,Y,285,0.757,,
7/20/21,10:13,52,North(2),Count,Y,286,0.722,,
7/20/21,10:13,52,North(2),Count,Y,287,0.842,,
7/20/21,10:13,52,North(2),Count,Y,288,0.728,,
7/20/21,10:13,52,North(2),Count,Y,289,0.685,,
7/20/21,10:13,52,North(2),Count,Y,290,0.642,,
7/20/21,10:13,52,North(2),Count,Y,291,0.524,,
7/20/21,10:13,52,North(2),Count,Y,292,0.797,,
7/20/21,10:13,52,North(2),Count,Y,293,0.757,,
7/20/21,10:13,52,North(2),Count,Y,294,0.878,,
7/20/21,10:13,52,North(2),Count,Y,295,0.684,,
7/20/21,10:13,52,North(2),Count,Y,296,0.523,,
7/20/21,10:13,52,North(2),Count,Y,297,0.680,,
7/20/21,10:13,52,North(2),Count,Y,298,0.832,,
7/20/21,10:13,52,North(2),Count,Y,299,0.690,,
7/20/21,10:13,52,North(2),Count,Y,300,0.773,,
7/20/21,10:13,52,North(2),Count,Y,301,0.622,,
7/20/21,10:13,52,North(2),Count,Y,302,0.581,,
7/20/21,10:13,52,North(2),Count,Y,303,0.825,,
7/20/21,10:13,52,North(2),Count,Y,304,0.674,,
7/20/21,10:13,52,North(2),Count,Y,305,0.635,,
7/20/21,10:13,52,North(2),Count,Y,306,0.711,,
7/20/21,10:13,52,North(2),Count,Y,307,0.635,,
7/20/21,10:13,52,North(2),Count,Y,308,0.610,,
7/20/21,10:13,52,North(2),Count,Y,309,0.674,,
7/20/21,10:13,52,North(2),Count,Y,310,0.701,,
7/20/21,10:13,52,North(2),Count,Y,311,0.851,,
7/20/21,10:13,52,North(2),Count,Y,312,0.699,,
7/20/21,10:13,52,North(2),Count,Y,313,0.901,,
7/20/21,10:13,52,North(2),Count,Y,314,0.670,,
7/20/21,10:13,52,North(2),Count,Y,315,0.685,,
7/20/21,10:13,52,North(2),Count,Y,316,0.595,,
7/20/21,10:13,52,North(2),Count,Y,317,0.866,,
7/20/21,10:13,52,North(2),Count,Y,318,0.762,,
7/20/21,10:13,52,North(2),Count,Y,319,0.783,,
7/20/21,10:13,52,North(2),Count,Y,320,0.604,,
7/20/21,10:13,52,North(2),Count,Y,321,0.749,,
7/20/21,10:13,52,North(2),Count,Y,322,0.674,,
7/20/21,10:13,52,North(2),Count,Y,323,0.712,,
7/20/21,10:13,52,North(2),Count,Y,324,0.666,,
7/20/21,10:13,52,North(2),Count,Y,325,0.722,,
7/20/21,10:13,52,North(2),Count,Y,326,0.650,,
7/20/21,10:13,52,North(2),Count,Y,327,0.670,,
7/20/21,10:13,52,North(2),Count,Y,328,0.762,,
7/20/21,10:13,52,North(2),Count,Y,329,0.807,,
7/20/21,10:13,52,North(2),Count,Y,330,0.690,,
7/20/21,10:13,52,North(2),Count,Y,331,0.671,,
7/20/21,10:13,52,North(2),Count,Y,332,0.627,,
7/20/21,10:13,52,North(2),Count,Y,333,0.645,,
7/20/21,10:13,52,North(2),Count,Y,334,0.740,,
7/20/21,10:13,52,North(2),Count,Y,335,0.775,,
7/20/21,10:13,52,North(2),Count,Y,336,0.860,,
7/20/21,10:13,52,North(2),Count,Y,337,0.638,,
7/20/21,10:13,52,North(2),Count,Y,338,0.649,,
7/20/21,10:13,52,North(2),Count,Y,339,0.714,,
7/20/21,10:13,52,North(2),Count,Y,340,0.818,,
7/20/21,10:13,52,North(2),Count,Y,341,0.598,,
7/20/21,10:13,52,North(2),Count,Y,342,0.749,,
7/20/21,10:13,52,North(2),Count,Y,343,0.644,,
7/20/21,10:13,52,East,Count,Y,1,0.763,,
7/20/21,10:13,52,East,Count,Y,2,0.638,,
7/20/21,10:13,52,East,Count,Y,3,0.654,,
7/20/21,10:13,52,East,Count,Y,4,0.659,,
7/20/21,10:13,52,East,Count,Y,5,0.736,,
7/20/21,10:13,52,East,Count,Y,6,0.620,,
7/20/21,10:13,52,East,Count,Y,7,0.713,,
7/20/21,10:13,52,East,Count,Y,8,0.648,,
7/20/21,10:13,52,East,Count,Y,9,0.714,,
7/20/21,10:13,52,East,Count,Y,10,0.631,,
7/20/21,10:13,52,East,Count,Y,11,0.802,,
7/20/21,10:13,52,East,Count,Y,12,0.683,,
7/20/21,10:13,52,East,Count,Y,13,0.737,,
7/20/21,10:13,52,East,Count,Y,14,0.637,,
7/20/21,10:13,52,East,Count,Y,15,0.681,,
7/20/21,10:13,52,East,Count,Y,16,0.657,,
7/20/21,10:13,52,East,Count,Y,17,0.684,,
7/20/21,10:13,52,East,Count,Y,18,0.733,,
7/20/21,10:13,52,East,Count,Y,19,0.667,,
7/20/21,10:13,52,East,Count,Y,20,0.808,,
7/20/21,10:13,52,East,Count,Y,21,0.752,,
7/20/21,10:13,52,East,Count,Y,22,0.622,,
7/20/21,10:13,52,East,Count,Y,23,0.598,,
7/20/21,10:13,52,East,Count,Y,24,0.610,,
7/20/21,10:13,52,East,Count,Y,25,0.773,,
7/20/21,10:13,52,East,Count,Y,26,0.868,,
7/20/21,10:13,52,East,Count,Y,27,0.708,,
7/20/21,10:13,52,East,Count,Y,28,0.669,,
7/20/21,10:13,52,East,Count,Y,29,0.666,,
7/20/21,10:13,52,East,Count,Y,30,0.657,,
7/20/21,10:13,52,East,Count,Y,31,0.831,,
